Name,Phone Number,Feedback,Message,Timestamp,Duration(s),Initial Spoken To,Follow-up Status,Followup Message,Followup Timestamp,Follow-up Count,Follow-up Spoken To
Wings Women's Fitness Studio - WWFS,7550291896,Follow Up,,04-06-2025 10:25,93,,Not Interested,"no requirement, if she needs will call",05-06-2025 13:48,84,
New World Gym and Sports Club,8072772003,Not Picked,,04-06-2025 10:29,216,,,,,0,
Cute Women's Fitness,9514787932,Not Picked,,04-06-2025 10:40,673,,,,,0,
THE BODY MECHANIC GYM,9600101673,Not Picked,,04-06-2025 10:45,236,,,,,0,
FIT N LIFE UNISEX GYM,8015998899,Follow Up,raj need to send details in wh,04-06-2025 10:47,166,,Not Interested,no requirement,11-06-2025 17:31,57,
surya unisex fitness centre,9841705280,Not Interested,no requirement,04-06-2025 10:49,69,,,,,0,
IAS GYM | Gym in Guduvanchery,7200899936,Not Picked,,04-06-2025 10:50,48,,Not Picked,,05-06-2025 13:48,45,
Monk Fitness Studio Gym & Lifestyle Fitness Centre - Gym in guduvanchery,7299003939,Follow Up,"bhoopathi, need to send details in wh, call evening",04-06-2025 10:54,289,,Not Interested,,11-06-2025 17:32,47,
Unicca Gym & Fitness Studio urapakkam,9087133333,Not Picked,,04-06-2025 10:56,73,,,,,0,
S3 FITNESS STUDIO,8122636995,Not Picked,,04-06-2025 10:56,22,,,,,0,
RP IRONCLAD UNISEX FITNESS GYM,8248157011,Not Interested,no requirement,04-06-2025 10:57,44,,,,,0,
Nitro 2.0 Gym & Fitness Studio,8939881777,Not Picked,,04-06-2025 10:58,25,,,,,0,
EASY FIT Unisex Fitness Centre,9047472124,Not Picked,,04-06-2025 11:00,169,,,,,0,
Sai Maruthi GYM,9444355025,Follow Up,"venkat, need to send details in wh and he will think",04-06-2025 11:15,885,,Not Picked,,17-06-2025 10:34,5,
BB Fitness studio,8248072225,Not Picked,,04-06-2025 11:16,23,,,,,0,
Fit With Hotkid,8778863855,Follow Up,lawarance will check and tell with in half an hour,04-06-2025 11:27,691,,Not Picked,,16-06-2025 16:29,125,
Nitro 2.0 Gym & Fitness Studio,9710004280,Not Picked,,04-06-2025 11:28,49,,,,,0,
"SLAM Lifestyle and Fitness Studio, Urapakkam",9889889385,Not Picked,,04-06-2025 11:31,159,,,,,0,
FLASH FITNESS,9791787777,Not Interested,if they need will call,04-06-2025 11:32,83,,,,,0,
7 muscle fitness studio,9790783074,Not Picked,,04-06-2025 11:33,34,,,,,0,
Spartacus Fitness Center,9841168676,Not Interested,,04-06-2025 11:41,369,,,,,0,
Fit spot Fitness( Unisex),9840669839,Not Picked,,04-06-2025 11:42,79,,,,,0,
I7 Fitness Studio ( Unisex) A/C,9884391310,Not Picked,,04-06-2025 11:44,131,,,,,0,
Super Gym,9840776031,Not Picked,,04-06-2025 11:46,79,,,,,0,
Fika Crossfit & Fitness Studio Perumbakkam,9632081642,Not Picked,,04-06-2025 12:59,28,,Not Picked,,10-06-2025 17:31,55,
Sri Siva Sakthi Documentation center,9994093489,Not Picked,,04-06-2025 14:11,116,,Not Picked,,10-06-2025 17:32,47,
We can voice of Women founder ( Startupsingam),9840584463,Follow Up,,04-06-2025 14:12,58,,Not Picked,,18-06-2025 16:51,42,
Hari Groups Tax consulting,8248555011,Not Picked,,04-06-2025 14:47,1203,,Not Picked,,10-06-2025 17:33,86,
GBS event and decors,7339342522,Not Picked,,04-06-2025 16:57,9,,Not Picked,,10-06-2025 17:39,302,
Thirumalai audio and suppliers,9382880087,Not Interested,,04-06-2025 16:58,51,,,,,0,
Oh yes Events,8939759966,Not Picked,,04-06-2025 16:59,29,,Not Picked,,10-06-2025 17:39,16,
Seer Varisai Thattu,9384600206,Not Picked,,04-06-2025 17:19,1227,,Not Picked,,10-06-2025 17:39,22,
Pink Fitness - Ladies Gym Pallavaram,9600187008,Not Picked,priya need to register for pallavaram,05-06-2025 11:01,1642,,Follow Up,,10-06-2025 18:01,70,
Velz Fitness Studio,9962859000,Follow Up,"shamala devi, need to send details in wh",05-06-2025 11:05,205,,Not Picked,,20-06-2025 18:13,17,
RF Gym & Crossfit,9952950090,Not Picked,,05-06-2025 11:06,52,,Not Picked,,10-06-2025 18:02,50,
FIGHT 2 FIT FITNESS CENTRE - CHROMEPET,9962977655,Not Picked,,05-06-2025 11:07,41,,Not Picked,,18-06-2025 13:01,121,
H&H Fitness Studio,7305014152,Follow Up,he will check the screen,05-06-2025 11:08,96,,Not Picked,,20-06-2025 18:14,38,
F7 GYM,9361668423,Not Picked,,05-06-2025 11:10,92,,Not Picked,,10-06-2025 18:05,107,
SLAM Lifestyle and Fitness Studio - Pammal,9990272791,Follow Up,"need to send details, she will check",05-06-2025 11:15,276,,Not Interested,,11-06-2025 16:59,65,
Sthree Fitness Studio (ladies gym),7358568044,Follow Up,ramya will check,05-06-2025 11:18,172,,Not Picked,,20-06-2025 18:15,40,
SLAM Lifestyle and Fitness Studio - Chromepet,8122299577,Interested,udhaya need to send details in wh,05-06-2025 11:22,235,,Not Picked,,18-06-2025 13:04,104,
Muscle Breaker's Lifestyle Fitness Studio,8122356635,Follow Up,,05-06-2025 11:24,149,,Not Interested,no requirement now,10-06-2025 16:59,98,
Gladiator Gym,9894123488,Follow Up,,05-06-2025 11:31,417,,Not Interested,no requirement,10-06-2025 17:11,716,
Infinity Sports and Fitness,7904269153,Follow Up,karthik need to send details in wh,05-06-2025 11:34,180,,Not Interested,no requirement,17-06-2025 10:44,63,
VIVAFIT - Best Fitness Centre for Women in Pammal,9840446925,Follow Up,she will speak to manager about this,05-06-2025 11:37,168,,Not Interested,no requirement now,10-06-2025 17:15,79,
Leo gym & fitness,8428587172,Not Picked,out of service,05-06-2025 11:38,32,,Not Picked,,10-06-2025 18:06,19,
MadTown Fitness Best Gym in Chromepet | Radha Nagar,9952921982,Follow Up,rashid need to send address details.,05-06-2025 11:47,536,,Not Interested,no requirement,17-06-2025 10:45,48,
The Jungle Fitness,9840090049,Interested,prem kumar their gym location is in chrompet need to send details in wh,05-06-2025 11:55,498,,,,,0,
Iron Man Gym,9962707313,Not Interested,no requirement,05-06-2025 11:57,89,,,,,0,
Genetic Fitness Pallavaram,6369017080,Not Interested,no requirement,05-06-2025 11:58,56,,,,,0,
Gofit fitness studio,8124229153,Not Interested,"if need will call back, no requirement",05-06-2025 12:00,150,,,,,0,
Sai Boxing Pallavaram,8838078396,Not Interested,no requirement,05-06-2025 12:02,78,,,,,0,
FITNESS 360 GYM,9994554284,Follow Up,"prem, need to send details in wh",05-06-2025 12:05,163,,Not Interested,no requirement now,10-06-2025 18:11,321,
BHARATH B2 FITNESS,9171739993,Not Picked,,05-06-2025 12:05,44,,Not Picked,,10-06-2025 18:15,26,
MUSCLES MAKERS Karthick,9677229488,Follow Up,"karthik, need to send details in wh",05-06-2025 12:07,97,,Not Picked,,20-06-2025 18:17,104,
PAIN AND GAIN GYM,9894287963,Not Interested,no requirement,05-06-2025 12:08,74,,,,,0,
RV women's fitness center,9962280007,Not Interested,they want pammal only,05-06-2025 12:11,127,,,,,0,
MUSCLE ARMOUR UNISEX GYM,9500132894,Not Picked,,05-06-2025 12:11,37,,Not Interested,no requirement,18-06-2025 13:07,169,
"MASTER FITNESS STUDIO, CHROMPET",9003012271,Follow Up,"Sathish need to call after 1 week , he is out of station",05-06-2025 12:16,242,,Not Picked,,18-06-2025 13:11,208,
PSBA Boxing Fitness centre,9042034560,Not Interested,no requirement,05-06-2025 12:17,89,,,,,0,
Fitness Spark,9941017800,Not Picked,,05-06-2025 12:18,51,,Not Picked,,10-06-2025 18:32,17,
Titan Gym,9500101158,Not Interested,no requirement,05-06-2025 12:19,73,,,,,0,
MUSCLE ETHICS UNISEX FITNESS STUDIO,9677932033,Follow Up,"need to send details in wh, she will discuss with her sir",05-06-2025 12:26,404,,Not Interested,,11-06-2025 17:18,28,
Cosmoflex Fitness Studio Gym,9962223646,Not Picked,,05-06-2025 12:27,44,,,,,0,
R F GYM,9952950070,Not Picked,no requirement,05-06-2025 12:28,29,,,,,0,
Yuva's Fitness & Health Club,7550009217,Not Picked,,03-06-2025 11:58,48,,Not Interested,no requirement,10-06-2025 17:47,47,
Bagavanth studio,7358096319,Not Picked,,05-06-2025 15:25,73,,,,,0,
Ella Photography studio,8220800496,Not Picked,,05-06-2025 15:26,20,,,,,0,
ECR events & decoration,9952093837,Follow Up,"need to send details again , he forgot",05-06-2025 15:31,138,,Interested,will registered,17-06-2025 11:24,2131,
Best Budget,9092432792,Not Picked,,05-06-2025 15:33,57,,,,,0,
SHIVAM EVENT MANAGEMENT,9514718454,Not Interested,,05-06-2025 15:34,57,,,,,0,
Big tent eventz,8056058666,Not Interested,,05-06-2025 16:53,51,,,,,0,
Wingstip Events & Production,6380337905,Not Picked,switched off,05-06-2025 16:58,46,,,,,0,
Eccsttaza Event Management,9514501286,Not Picked,,05-06-2025 16:58,20,,,,,0,
ALD EVENTS MANAGEMENT,9790706354,Follow Up,he is event so need to call later,05-06-2025 17:00,107,,Not Picked,,17-06-2025 15:17,12,
Mighty Plethora,8428201000,Not Picked,,05-06-2025 17:02,41,,,,,0,
SreeNivas caterers,9962120551,Follow Up,need to send details again,05-06-2025 17:04,107,,Not Picked,,17-06-2025 15:18,22,
JR event planning,8681073005,Not Interested,no requirement,05-06-2025 17:06,57,,,,,0,
Dj Balaji Chennai,9087928934,Not Picked,,05-06-2025 17:07,44,,,,,0,
A K Mahal,7397190222,Not Picked,,05-06-2025 17:09,100,,,,,0,
ANBU WAVES (AUDIO DJ LED SCREEN),9566136650,Not Picked,,05-06-2025 17:10,47,,,,,0,
EVP Rajeswari Marriage Palace,9696962666,Not Interested,"no requirement, if need will call back",05-06-2025 17:11,80,,,,,0,
United Fitness Club Adambakkam,9751697616,Not Picked,,06-06-2025 10:12,219,,,,,0,
Thrive Fitness Chennai,7338992442,Not Interested,no requirement,06-06-2025 10:13,45,,,,,0,
SLAM Lifestyle and Fitness Studio (Adambakkam),9344255502,Follow Up,need to send details in whatsapp,06-06-2025 10:16,203,,Not Interested,"not interested we can't do any thing, head office only decide",13-06-2025 13:38,128,
Dr. Kennedy's Greek God Fitness Alandur | Best Gym in Alandur | Zumba Classes,7418555173,Not Interested,no requirement,06-06-2025 10:17,45,,,,,0,
Six Alpha Health And Fitness Studio,9499005028,Not Picked,,06-06-2025 10:18,53,,not interested,"already did , no conversion",,0,
Farm Fit,9043897373,Follow Up,"praveen, need to send details in wh",06-06-2025 10:20,130,,Not Interested,,10-06-2025 15:34,33,
Stay Strong Fitness Factory Gym,9884648936,Not Interested,no requirement,06-06-2025 10:21,67,,,,,0,
Athletin Fitness Studio,7401596096,Not Picked,,06-06-2025 10:22,52,,,,,0,
Dr. Kennedy's Greek God Fitness Madipakkam | Best Gym in Madipakkam,7418605666,Follow Up,need to send details again,06-06-2025 10:26,190,,Not Interested,no requirement,10-06-2025 15:35,61,
Bicep Squad,7358632143,Follow Up,he needs some time,06-06-2025 10:43,376,,Not Picked,,25-06-2025 16:49,15,
Farm Fit,7418145353,Follow Up,9043897373 need to speak to this person,06-06-2025 10:45,145,,Not Interested,no requirement,20-06-2025 18:02,58,
Body Graph Fitness Center,9841131100,Follow Up,"kannan, need to send details in wh",06-06-2025 11:00,903,,Not Picked,,20-06-2025 18:02,38,
Aarkha Sports & Fitness,7305603339,Not Picked,,06-06-2025 11:02,71,,,,,0,
"SLAM Lifestyle and Fitness Studio, Nanganallur",7358514333,Not Interested,if need will call to you,06-06-2025 11:03,85,,,,,0,
U vs U fitness ( First MARVEL & DC Themed Studio),7299209972,Not Interested,no requirement,06-06-2025 11:06,141,,,,,0,
T.R.I Gym,8072704788,Not Interested,no requirement,06-06-2025 11:07,97,,,,,0,
STAX FITNESS STUDIO,9003201767,Not Picked,,06-06-2025 11:08,32,,Not Picked,,10-06-2025 15:51,782,
C.B.K. Gym,9841745800,Not Picked,not picked,06-06-2025 11:09,75,,Not Picked,,10-06-2025 15:51,13,
Prime Fitness HUB -Gym In Velachery | Fitness Center | Unisex Gym | Velachery | Chennai,7305560324,Follow Up,reka will speak to his manager,06-06-2025 11:26,967,,Not Interested,no requirement now,17-06-2025 15:22,104,
Fitness Zone,8056246298,Follow Up,need to send details in whatsapp,06-06-2025 11:27,79,,Not Interested,no requirement,10-06-2025 15:53,31,
Solid Fitness,9840562133,Not Picked,,06-06-2025 11:29,120,,Not Picked,,10-06-2025 15:54,60,
"SLAM Lifestyle & Fitness Studio, Velachery",7397404411,Follow Up,"manager is not there, she will back",06-06-2025 11:41,733,,Not Interested,no requirement,12-06-2025 17:47,45,
Pink Fitness - Ladies Gym Nanganallur,7530018686,Not Picked,,06-06-2025 11:42,37,,Not Picked,,10-06-2025 15:56,21,
SO WOMENS FITNESS STUDIO,9566037619,Follow Up,"need to send in wh, will check to mam",06-06-2025 11:46,213,,Not Interested,no requirement,13-06-2025 13:51,61,
Ateliers - Best Gym in Velachery,9551299844,Not Interested,"no requirement, already installed screen",06-06-2025 11:49,179,,,,,0,
PRO-FIT HEALTH STUDIO,6380814609,Follow Up,"he is busy need to send details in wh, wh not found",06-06-2025 11:51,147,,Not Interested,no requirement,10-06-2025 15:59,64,
Wax Fitness Factory,9962039373,Not Picked,no requirement,06-06-2025 11:52,26,,,,,0,
MUTANT FITNESS STUDIO,7904716293,Not Interested,no requirement,06-06-2025 11:54,102,,,,,0,
VELGO UNISEX FITNESS GYM A/C,9600794722,Follow Up,,06-06-2025 12:01,408,,Not Interested,need to call after 2 or 3 months,10-06-2025 16:01,94,
369 Fitness wellness,9884751803,Not Interested,no requirement,06-06-2025 12:02,65,,,,,0,
Athics Fitness Unisex GYM Velachery,8680960088,Follow Up,"harish, need to send details in whatsapp",06-06-2025 12:04,101,,Not Picked,,25-06-2025 16:50,72,
SS FITNESS STUDIO,8148181011,Not Picked,,06-06-2025 12:05,106,,Not Interested,no requirement now,10-06-2025 16:07,73,
Elite Fitness Studio,7401747893,Not Interested,no requirement,06-06-2025 12:06,46,,Not Interested,no requirement,10-06-2025 16:10,131,
Pink Fitness - Ladies Gym Madipakkam,7550043111,Follow Up,owner is in pammal need to send details in wh,06-06-2025 12:08,89,,Not Interested,owner said no requirement,10-06-2025 16:11,82,
W fitness - Women's Only Gym - Madipakkam,9840509886,Follow Up,priya need to send details in wh,06-06-2025 12:09,81,,Not Picked,,20-06-2025 18:08,282,
LIME FITNESS STUDIO | Fitness Centre | Unisex GYM & Fitness Studio,8220654333,Follow Up,he is busy need to send details in,06-06-2025 12:13,190,,Not Interested,not interested,06-06-2025 15:51,329,
"SLAM Lifestyle and Fitness Studio, Madipakkam",7305065045,Not Picked,not picked,06-06-2025 12:13,13,,Not Interested,no requirement,10-06-2025 16:13,60,
CLUB CREST,6374195597,Not Picked,,06-06-2025 12:27,856,,Not Interested,already doing in phoneix mall,10-06-2025 16:16,146,
Pink Fitness - Ladies Gym Velachery,9384888500,Not Picked,,06-06-2025 12:36,549,,Not Picked,,10-06-2025 16:18,108,
Strength And Stamina Gym ALANDUR,9600053348,Follow Up,need to send details in whatsapp,06-06-2025 12:38,85,,Not Interested,no requirement,11-06-2025 16:36,62,
Syndicate Health + Fitness,9566628791,Not Picked,,06-06-2025 12:39,41,,,,,0,
FIGHT 2 FIT FITNESS CLUB - ST.MOUNT,7845009555,Follow Up,"anitha , new joinee , need to send details in wh",06-06-2025 12:40,82,,Not Picked,,25-06-2025 16:51,36,
Athics Fitness Unisex GYM Nanganallur,8680960022,Follow Up,need to send details in whatsapp,06-06-2025 12:43,151,,Not Interested,no requirement,20-06-2025 18:12,39,
First Step fitness studio,9025370139,Not Picked,,06-06-2025 12:44,58,,,,,0,
Virtu.Fitness - Madipakkam,9360424768,Not Picked,,06-06-2025 12:45,39,,Not Picked,,10-06-2025 16:28,612,
J2 Fitness,8190803396,Not Picked,,06-06-2025 12:47,121,,,,,0,
FITNESH PLUS WOMEN GYM & AEROBICS,8939727079,Not Interested,"no requirement now, becoz gym is in problem",06-06-2025 12:52,328,,,,,0,
Goatfit combat&fitness studio,7397366259,Follow Up,,06-06-2025 12:57,118,,Not Picked,,20-06-2025 18:13,28,
Brong Fitness,8925042228,Follow Up,"sachin will call back, he talk to his management",09-06-2025 11:59,154,,Not Interested,"no requirement, shifting gym place",11-06-2025 16:08,154,
Skale Fitness Unlimited- Porur,9500006226,Not Picked,,09-06-2025 12:00,48,,,,,0,
Reboot Lifestyle Fitness Studio,9888944463,Follow Up,loga priya speak to management,09-06-2025 12:02,102,,Not Interested,"no requirement, if need will call",11-06-2025 16:11,174,
BLACK BULL FITNESS STUDIO,9042603224,Not Picked,,09-06-2025 12:13,649,,,,,0,
REDSWEAT FITNESS STUDIO,8870555505,Not Picked,,09-06-2025 12:13,22,,,,,0,
Vars Hi-Tech Gym Unisex Fitness Centre,9710999898,Not Picked,,09-06-2025 12:14,45,,,,,0,
Mk fitness studio and sports academy,9363590674,Not Picked,,09-06-2025 12:15,40,,,,,0,
Robur Fitness Hub - A Hygeia Enterprises gym,7305910751,Not Interested,no requirement,09-06-2025 12:16,58,,,,,0,
"SLAM Lifestyle and Fitness Studio, Porur",6385258240,Not Interested,"no requirement now , if interested means will call",09-06-2025 12:17,95,,,,,0,
Shredded Society Fitness Studio & Badminton Arena,9840720071,Not Picked,,09-06-2025 12:18,42,,,,,0,
KPR GYM & FITNESS CENTRE,9841199803,Not Interested,no requirement,09-06-2025 12:19,33,,,,,0,
Lura Fitness - Ladies Gym Iyyappanthangal,9500018847,Not Picked,linebusy,09-06-2025 12:19,25,,,,,0,
Monk Lifestyle & Fitness Studio,7418881887,Not Picked,,09-06-2025 12:20,50,,,,,0,
FZ Fitness Zone,9092533888,Not Interested,no requirement,09-06-2025 12:21,50,,,,,0,
SLAM Lifestyle and Fitness Studio - Valasaravakkam,9962811411,Not Interested,no requirement because their place in valasarawakkam,09-06-2025 12:23,122,,,,,0,
F2F unisex gym,9003136807,Not Interested,no requirement,09-06-2025 12:24,61,,,,,0,
1 Brigade Fitness Unit Æ,9962333522,Not Picked,no requirement,09-06-2025 12:25,21,,,,,0,
"SLAM Lifestyle and Fitness Studio, Best Gym in Mugalivakkam",8190006400,Not Picked,,09-06-2025 12:26,54,,,,,0,
Solid Health & Fitness | Biggest gym in Mugalivakkam,8048060860,Not Picked,number invalid,09-06-2025 12:26,14,,,,,0,
f6 gym,8939999749,Not Picked,,09-06-2025 12:28,98,,,,,0,
Power House Gym,9789869952,Not Interested,they transfer the gym to mogilvakkam,09-06-2025 12:30,137,,,,,0,
Fat2Fit Fitness Studio...,9003288441,Not Picked,,09-06-2025 12:31,29,,,,,0,
Underdogs fitness club,6382232050,Not Picked,,09-06-2025 12:32,68,,,,,0,
Genetic Fitness - Gerugambakkam,8015843388,Not Interested,no requirement,09-06-2025 12:33,33,,,,,0,
V Frame Fitness Studio.,7358777666,Not Interested,"no requirement, if need will call back",09-06-2025 12:34,83,,,,,0,
SO FITNESS STUDIO KOLAPAKKAM,9363135305,Follow Up,will discuss to team,09-06-2025 12:39,258,,Not Interested,no requirement,11-06-2025 16:12,52,
Power Zone Gym,8680880109,Not Picked,,09-06-2025 12:41,142,,,,,0,
V shape fitness,9176897618,Not Interested,no requirement now,09-06-2025 12:43,120,,,,,0,
Dr Black Fitness Studio,8190949918,Not Picked,,09-06-2025 12:44,41,,,,,0,
ORA FITNESS CENTER,9150877800,Not Picked,,09-06-2025 12:44,29,,,,,0,
Landmark Fitness Studio,8056040560,Not Interested,no requirement,09-06-2025 12:47,155,,,,,0,
88 Fitness Studio,9500773777,Not Picked,no requirement,09-06-2025 12:48,63,,,,,0,
Live Fitness Studio,9940312157,Not Picked,,09-06-2025 12:58,578,,,,,0,
Saai Fitness Studio,9884185556,Not Interested,gym is located in iyappanthangal,09-06-2025 13:01,146,,,,,0,
Pink Fitness - Ladies Gym Madanandapuram,7397373833,Not Interested,no requirement,09-06-2025 13:02,55,,,,,0,
Kisi fitness club,7904960039,Not Interested,no requirement,09-06-2025 13:04,152,,,,,0,
GYM IT - Alwarthirunagar,9150125505,Not Picked,,09-06-2025 13:05,49,,,,,0,
BLACK BULL FITNESS STUDIO,7418372276,Follow Up,deepak wants to direct meet,09-06-2025 13:12,415,,Not Interested,no requirement,13-06-2025 13:36,195,
Raam Balaji Real Estates,9382203123,Not Interested,no requirement,10-06-2025 12:16,88,,,,,0,
Tamizh Real Estate,9840615219,Not Picked,,10-06-2025 12:17,79,,,,,0,
ISHANTH REAL ESTATE,9940090839,Follow Up,suresh need to send details in wh,10-06-2025 12:20,146,,Not Picked,,20-06-2025 17:30,72,
seven seas promoters,9840890108,Follow Up,ramya will discuss to md,10-06-2025 12:22,123,,Not Picked,,20-06-2025 17:31,50,
SR HOUSING & PROPERTIES PVT LTD,7200150918,Not Picked,number is invalid,10-06-2025 12:23,49,,,,,0,
Ocean housing and properties,9500995004,Not Picked,,10-06-2025 12:36,74,,,,,0,
Shree Lakshmi Real Estate Agencies,9444362639,Not Picked,,10-06-2025 12:36,22,,,,,0,
Vinayak Realty,9840516733,Not Picked,,10-06-2025 12:38,86,,,,,0,
Murthy real estate agency,9600181926,Follow Up,"he is out of side , need to send",10-06-2025 12:57,1121,,Not Interested,no requirement,12-06-2025 17:38,65,
IKCONS PROPERTIES,8939178825,Not Picked,,10-06-2025 12:58,47,,,,,0,
(Legal Consultancy for Properties),7305276615,Not Interested,no requirement,10-06-2025 12:59,86,,,,,0,
KVG PROPERTIES PVT LTD,9381035551,Not Picked,,10-06-2025 13:00,43,,,,,0,
Swamy Real Estate,9444523466,Not Interested,no requirement,10-06-2025 13:07,395,,,,,0,
Srie vaare estate,8069911239,Not Picked,number invalid,10-06-2025 13:07,39,,,,,0,
Arun Real Estate,9445588559,Follow Up,he is native so need to send details in whatsapp,10-06-2025 13:11,230,,Follow Up,"he is out of station, need to call 1 week later",20-06-2025 17:34,149,
K.R. Real Estate,9444377888,Not Interested,no requirement,10-06-2025 13:13,122,,,,,0,
Sri venkateswara Real estate,9176715731,Not Picked,,10-06-2025 13:14,63,,,,,0,
Sun Real Estate,9840393265,Not Picked,,10-06-2025 13:15,48,,,,,0,
Ideal Home Decos Real Estate,9884913490,Not Picked,,10-06-2025 13:16,28,,,,,0,
Sri Srinivasa real estates,9840144352,Not Picked,,10-06-2025 13:18,93,,,,,0,
Real estate office,9499959335,Not Picked,,10-06-2025 13:18,37,,,,,0,
Taaj Real Estate,9840261525,Not Picked,,10-06-2025 13:19,50,,,,,0,
Sri Krishna Real Estate,9710277700,Not Interested,no requirement,10-06-2025 13:27,458,,,,,0,
Sri Ragavendra Construction (Building Construction /Real Estate,9962549677,Not Picked,,10-06-2025 13:28,49,,,,,0,
Namma veedu Housing & Real Estate Company-Estate Agents Chennai,7845671995,Not Picked,,10-06-2025 13:30,135,,,,,0,
SR REAL ESTATES,7338888959,Not Picked,,10-06-2025 13:31,27,,,,,0,
Dr.shalima - cocoroots,8129866357,Not Picked,,10-06-2025 17:21,190,,,,,0,
kkleaf,6383099185,Follow Up,kavin kumar need to,10-06-2025 17:30,546,,Follow Up,he will call back,17-06-2025 15:31,65,
EVK REAL ESTATE,9003136370,Not Interested,no requirement,11-06-2025 10:56,32,,Not Interested,no requirement,18-06-2025 13:15,34,
REAL ESTATE,7200159709,Not Interested,"no requirement , if need will call wh not found , daniel",11-06-2025 11:05,316,,Not Picked,,16-06-2025 14:35,30,
Chennai Land Promoters - Real Estate Plots and Villas Buying and Selling,7708199601,Follow Up,"senthil, need to send details in wh",11-06-2025 11:10,245,,Not Picked,,23-06-2025 17:02,50,
SRI GUBERALAKSHMI REALESTATE S.K.DHAMODHARAN,9500106447,Follow Up,dhamodharan need to send details in wh,11-06-2025 11:12,162,,Not Interested,no requirement,23-06-2025 17:03,31,
Sameera IRIS,8988831888,Not Picked,,11-06-2025 11:14,73,,Not Interested,,23-06-2025 17:04,92,
Murugan Real Estate & Constructions,9886839166,Not Picked,,11-06-2025 11:16,134,,Not Picked,,23-06-2025 17:05,19,
MP Developers,7825806806,Not Picked,,11-06-2025 11:25,27,,Not Picked,,23-06-2025 17:05,33,
Sowrem Promoters,7604939393,Not Interested,no requirement,11-06-2025 11:29,222,,Not Interested,no requirement,16-06-2025 14:36,49,
Nimmadhi Property Management,7667008999,Not Picked,,11-06-2025 11:30,75,,Not Picked,,23-06-2025 17:06,13,
Home KonnectÆ - CRISIL Rated & RERA Registered Real Estate Consultants Award Winning Top Rated Real Estate Agency,9940366555,Not Picked,,11-06-2025 11:31,54,,Not Picked,,01-07-2025 15:22,13,
SREE SATHANA ENTERPRISES SUB REGISTRAR Retd,9499941090,Follow Up,need to send details in wh,11-06-2025 11:38,416,,Not Interested,no requirement,23-06-2025 17:08,75,
JK Agencies,8608609889,Not Picked,,11-06-2025 12:29,3033,,Not Picked,,23-06-2025 17:08,27,
NANDHU REAL ESTATE,7401634397,Not Picked,,11-06-2025 12:30,57,,Not Picked,,23-06-2025 17:09,56,
Kavin Real Estate Chennai Private Limited,9884088660,Follow Up,suresh need to send details in wh,11-06-2025 12:33,205,,Not Picked,,23-06-2025 17:10,30,
Raja Property Developers- Flats in poonamallee | Apartments in poonamallee | Plots in poonamallee | Villas in poonamallee,8939738477,Follow Up,niranjana need to send nazarth pettai address,11-06-2025 12:49,213,,Follow Up,"she will call back , sir is out of station",23-06-2025 17:11,76,
SRV Developers,9884075861,Follow Up,Nandhini send details in wh,11-06-2025 12:55,361,,Not Picked,,23-06-2025 17:15,36,
New Turn Properties,8925041110,Not Picked,,11-06-2025 12:57,118,,Not Picked,,23-06-2025 17:16,34,
MERCANTILE LAND DEVELOPERS PVT.LTD,9551559495,Interested,rajan wants 15 days free trial,11-06-2025 13:02,272,,Not Picked,,23-06-2025 17:21,340,
Jayam Foundations,8122771234,Not Picked,,11-06-2025 13:07,325,,Not Picked,,23-06-2025 17:25,204,
Poovai Constructions Private Limited,9841399799,Not Picked,,11-06-2025 13:08,40,,Not Picked,,23-06-2025 17:25,13,
Dhurga Devi Real Estate,9884422324,Not Picked,,11-06-2025 13:09,65,,Not Interested,no requirement,23-06-2025 17:26,70,
GR PROPERTIES,8144444499,Follow Up,Murugesan need to send details in wh,11-06-2025 13:15,368,,Not Picked,,23-06-2025 17:27,38,
NEW INDIA HOUSING & PROPERTIES,9942441123,Not Interested,no requirement,11-06-2025 13:17,77,,,,,0,
Raj Housing & Estates Pvt ltd,9551599499,Not Interested,no requirement,11-06-2025 13:18,67,,,,,0,
Sahanaa Enterprises,9841400837,Not Interested,no,11-06-2025 13:20,127,,,,,0,
SHIVA's Realm,7200164008,Not Picked,,11-06-2025 13:21,57,,Not Picked,,23-06-2025 17:28,23,
MISAA Properties,9363701118,Not Picked,,11-06-2025 13:23,104,,Not Picked,,23-06-2025 17:28,7,
R.M.ENTERPRISES,9841387487,Not Picked,,11-06-2025 13:24,58,,Not Interested,no requirement,23-06-2025 17:29,78,
Sameera Estates,8428311311,Not Picked,,11-06-2025 13:25,23,,Not Picked,no requirement,23-06-2025 17:30,55,
Bhoopathu agro products,9597884604,Follow up,Bhoopathy need to send details in wh,,,,Not Interested,,02-07-2025 17:09,34,
G Dart,7010662310,not picked,,,,,,,,,
JITH Engineering,9655067279,Follow Up,surendar need to send details in wh,,,,Not Interested,no requirement,17-06-2025 15:40,42,
jai krishna garments,8675526790,Follow Up,"they are opearting in kumbakonom only , if need will call back",,,,Not Picked,,07-07-2025 13:52,55,
startup news tamil,7845930709,Follow Up,kumar will discuss to his team,,,,Not Picked,,07-07-2025 13:52,15,
EUKO Sandals,number not found,Insta msg sent,Insta msg sent,,,,,,,,
yidamm organic wooden,7548820014,not interested,,,,,,,,,
